Structure,Molecule name,CAS,SMILES,ID_DB_source,,ID_DB maestra,ID_concatenada,DB source,DB subsource,Risk assessment class,Human eco,Species ,Exposure route,Standard value,LD50,LD50 units,MM (g/mol),Operación,pLD50,,Reference DB source,URL,,ToxVal_ID,Chemical_ID
,Chloroacetic acid,79-11-8,OC(CCl)=O,DTXSID4020901,,1738,1738_HPVIS,HPVIS,-,acute,not specified,-,subcutaneous,=,108,mg/kg,94.4968,0.0011,2.9420,,"Posting dates of document from HPV Challenge website from which data have been entered into the HPVIS: 22nd December, 2006.Reference:Hayes et al. (1973): Toxicol. Appl. Pharmacol. 26, 93-102.",https://chemview.epa.gov/chemview/,,175699,ToxVal00045_2a9c1596566a4a64
,"Disodium 4,4'-bis-(2-sulfostyryl)biphenyl",13863-31-5,OS(c1c(C=Cc(cc2)ccc2-c2ccc(C=Cc(cccc3)c3S(O)(=O)=O)cc2)cccc1)(=O)=O.[Na].[Na],DTXSID2027757,,1739,1739_HPVIS,HPVIS,-,acute,human health,"other,rats and mice",oral,>,5000,-,564.589,0.0089,2.0528,,"Keplinger ML, Fancher OE, Lyman FL and Calandra JC (1974). Toxicologic studies of four fluorescent whitening agents. Toxicol. Appl. Pharmacol. 27, 494-506.HPV Challenge Program Website posting date of robust summary/IUCLID document from which data were entered into HPVIS: February 8, 2006. Document received by CBIC: January 5, 2006. IUCLID print date and date of last update: Aug. 8, 2005.",https://chemview.epa.gov/chemview/,,175700,ToxVal00045_24fcf12b2b2667a7
,"1,3,5-Triazine-2,4,6(1H,3H,5H)-trione, 1,3,5-tris[[3,5-bis(1,1-dimethylethyl)-4-hydroxyphenyl]methyl]-",27676-62-6,CC(C)(C)c1cc(CN(C(N(Cc(cc2C(C)(C)C)cc(C(C)(C)C)c2O)C(N2Cc(cc3C(C)(C)C)cc(C(C)(C)C)c3O)=O)=O)C2=O)cc(C(C)(C)C)c1O,DTXSID0027935,,1740,1740_HPVIS,HPVIS,-,acute,human health,rat,dermal,>,2000,mg/kg,784.091,0.0026,2.5933,,"Acute Dermal Toxicity in the Rat, Test No. 924064, Ciba-Geigy Limited, Basle, Switzerland, June 22, 1992.Klimisch, H.J., Andreae, M and Tillman, U. A systemic approach for evaluating the quality of experimental toxicological and ecotoxicological data. Regulatory Toxicology and Pharmacology. 25:1-5, 1997.Date of documents from which data were entered into HPVIS: 9/1/2004",https://chemview.epa.gov/chemview/,,175701,ToxVal00045_1490e78742873f96
,Diphenylamine,122-39-4,c(cc1)ccc1Nc1ccccc1,DTXSID4021975,,1741,1741_HPVIS,HPVIS,-,acute,human health,rat,-,>=,1500,mg/kg,169.226,0.0089,2.0524,,"Uniroyal Chemical Company, unpublished dataPosting date of document from which data were entered into HPVIS: January 15, 2002.",https://chemview.epa.gov/chemview/,,175703,ToxVal00045_6a115e061a247363
,Dimethyl terephthalate,120-61-6,COC(c(cc1)ccc1C(OC)=O)=O,DTXSID0020498,,1742,1742_HPVIS,HPVIS,-,acute,human health,rat,oral,=,4390,mg/kg,194.185,0.0226,1.6458,,"Marhold, J.V., 1972.(as cited in the OECD SIDS document for Dimethyl terephthalate)Posting dates of the documents from the HPV Challenge Program website from which data have been entered into the HPVIS: February 5, 2007.",https://chemview.epa.gov/chemview/,,175704,ToxVal00045_c6c989531e713c46
,Dimethyl terephthalate,120-61-6,COC(c(cc1)ccc1C(OC)=O)=O,DTXSID0020498,,1743,1743_HPVIS,HPVIS,-,acute,human health,rat,oral,>,10000,mg/kg,194.185,0.0515,1.2882,,"Source: Huels AG MarlBASF AG, 1961 (unpublished data) cited in: BG Chemie, Toxicologische Bewertung Nr. 50, Terephthalsaeuredimethlester (02/89), Berufsgenossenschaft der chemischen industrie, Heidelberg (1989).Posting dates of the documents from the HPV Challenge Program website from which data have been entered into the HPVIS: February 5, 2007.",https://chemview.epa.gov/chemview/,,175705,ToxVal00045_c6c989531e713c46
,Terephthalic acid,100-21-0,OC(c(cc1)ccc1C(O)=O)=O,DTXSID6026080,,1744,1744_HPVIS,HPVIS,-,acute,human health,rat,oral,>,6400,mg/kg,166.132,0.0385,1.4143,,"Patty's Industrial Hygiene & Toxicology Vol 2. 2nd Edition 1963Source: ICI Chemicals & Polymers Limited Runcorn, Cheshire.Posting dates of the documents from the HPV Challenge Program website from which data have been entered into the HPVIS: February 5, 2007.",https://chemview.epa.gov/chemview/,,175706,ToxVal00045_6e944be7d3436b98
,"C.I. Pigment Red 48, calcium salt (1:1)",7023-61-2,Cc(cc(c(N=Nc(c1ccccc1cc1C(O)=O)c1[O-])c1)S([O-])(=O)=O)c1Cl.[Ca+2],DTXSID0027642,,1745,1745_HPVIS,HPVIS,-,acute,human health,rat,oral,>=,5000,mg/kg,458.89,0.0109,1.9627,,"Mone J.G. 1968, Federation Series on Coating Technology, Unit 9, OrganicPigments, Federation of Societies for Paint Technology, Philadelphia, PA19107.Posting dates of the documents from the HPV Challenge Program website from which data have been entered into the HPVIS: CBIC Received: Aug. 15, 2006; posted: Aug. 29, 2006.",https://chemview.epa.gov/chemview/,,175707,ToxVal00045_f8d32dea2e8cbe12
,2-Ethyl-6-methylaniline,24549-06-2,CCc(cccc1C)c1N,DTXSID7027833,,1746,1746_HPVIS,HPVIS,-,acute,human health,rat,oral,=,885,mg/kg,135.209,0.0065,2.1841,,"Posting dates of document from HPV Challenge website from which data have been entered into the HPVIS: 4th May, 2006 (from the cover letter).Reference:Bayer AG Leverkusen.Short, C.R. et al.: Fundamental and Applied Toxicology 3, 285-292 (1983).",https://chemview.epa.gov/chemview/,,175708,ToxVal00045_b62750c224f0842b
,Dihydromyrcene,2436-90-0,CC(CCC=C(C)C)C=C,DTXSID8029234,,1747,1747_HPVIS,HPVIS,-,acute,human health,rabbit,dermal,>,5000,mg/kg,138.253,0.0362,1.4417,,"Moreno O. (1980b) Acute dermal toxicity of dihydromyrcene in rabbits. Unpublished report.Posting dates of the documents from the HPV Challenge Program website from which data have been entered into the HPVIS: November 13, 2006.",https://chemview.epa.gov/chemview/,,175709,ToxVal00045_093ede9e859d0727
,Carbofuran,1563-66-2,CC(C)(Cc1ccc2)Oc1c2OC(NC)=O,DTXSID9020249,,1748,1748_HPVIS,HPVIS,-,acute,human health,rat,oral,=,8.8,mg/kg,221.255,0.0000,4.4004,,"Ellemen, P.N.; Acute Oral Toxicity (FIFRA-EPA) in Rats; Cosmopolitan Safety Evaluation (CSE) Inc, Somerville, New Jersey, USA; Unpublished Report No: A79 339; 14 September 1979.Posting dates of the documents from the HPV Challenge Program website from which data have been entered into the HPVIS: March 15, 2006.",https://chemview.epa.gov/chemview/,,175710,ToxVal00045_33c449a88931f971
,2-Ethyl-6-methylaniline,24549-06-2,CCc(cccc1C)c1N,DTXSID7027833,,1749,1749_HPVIS,HPVIS,-,acute,human health,mouse,oral,=,930,mg/kg,135.209,0.0069,2.1625,,"Posting dates of document from HPV Challenge website from which data have been entered into the HPVIS: 4th May, 2006 (from the cover letter).Reference:Bayer AG Leverkusen.Vasilenko, N.M. et al.: Gig. Sanit. (6),85-89 (1987).",https://chemview.epa.gov/chemview/,,175711,ToxVal00045_b62750c224f0842b
,(2-(Methacryloyloxy)ethyl)trimethylammonium chloride,5039-78-1,CC(C(OCC[N+](C)(C)C)=O)=C.[Cl-],DTXSID3027586,,1750,1750_HPVIS,HPVIS,-,acute,human health,rat,oral,>,2000,mg/kg,207.7,0.0096,2.0164,,"Clouzeau, J. (1990). ADQUAT MC 80 Evaluation de la toxicite aigue par voie orale chez le rat. Centre International de Toxicologie (CIT), Miserey, FrancePosting dates of the documents from the HPV Challenge Program website from which data have been entered into the HPVIS: January 19, 2007.",https://chemview.epa.gov/chemview/,,175712,ToxVal00045_6bf697a00b730b59
,Terephthalic acid,100-21-0,OC(c(cc1)ccc1C(O)=O)=O,DTXSID6026080,,1751,1751_HPVIS,HPVIS,-,acute,human health,mouse,oral,>,5000,mg/kg,166.132,0.0301,1.5215,,"Massman (1966): Inst. fur Arbeitsmedizin der Uni. Tubingen.Source: Hoechst AG Frankfurt/MainHoechst Trevira GmbH & Co KG Frankfurt am Main.Posting dates of the documents from the HPV Challenge Program website from which data have been entered into the HPVIS: February 5, 2007.",https://chemview.epa.gov/chemview/,,175713,ToxVal00045_6e944be7d3436b98
,Dihydromyrcene,2436-90-0,CC(CCC=C(C)C)C=C,DTXSID8029234,,1752,1752_HPVIS,HPVIS,-,acute,human health,rat,oral,>,5000,mg/kg,138.253,0.0362,1.4417,,"Moreno O. (1980b) Acute oral toxicity of dihydromyrcene in rats. Unpublished report.Posting dates of the documents from the HPV Challenge Program website from which data have been entered into the HPVIS: November 13, 2006.",https://chemview.epa.gov/chemview/,,175714,ToxVal00045_093ede9e859d0727
,Sodium 2-hydroxyethanesulfonate,1562-00-1,[O-]S(CCO)(=O)=O.[Na+],DTXSID7027413,,1753,1753_HPVIS,HPVIS,-,acute,human health,rat,oral,>,2000,mg/kg,148.114,0.0135,1.8696,,"Kuehlem, Dr. 1998. Study on the Acute Oral Toxicity of Lutensit A-IS Pulver in Rats. BASF Corporation, Laboratory Project No. 10A0094/961030. (English translation of German report)Posting dates of documents from HPV Challenge web site from which data have been entered into the HPVIS: 07/06/07.",https://chemview.epa.gov/chemview/,,175716,ToxVal00045_a3009c3d97d0f443
,Chloroacetic acid,79-11-8,OC(CCl)=O,DTXSID4020901,,1754,1754_HPVIS,HPVIS,-,acute,human health,rat,oral,=,55,mg/kg,94.4968,0.0006,3.2351,,"Posting dates of the documents from the HPV Challenge Program website from which data have been entered into the HPVIS: December 22, 2006. Hoechst AG Frankfurt/Main; Clariant GmbH Frankfurt am Main; Maksimov, Dubinina (1974): Gig. Tr. Prof. Zabol. 18(9), 32-35.",https://chemview.epa.gov/chemview/,,175719,ToxVal00045_2a9c1596566a4a64
,Chloroacetic acid,79-11-8,OC(CCl)=O,DTXSID4020901,,1755,1755_HPVIS,HPVIS,-,acute,human health,rat,subcutaneous,=,108,mg/kg,94.4968,0.0011,2.9420,,"Posting dates of the documents from the HPV Challenge Program website from which data have been entered into the HPVIS: December 22, 2006. Hoechst AG Frankfurt 80; Hoechst AG Frankfurt/Main; Hayes et al. (1973): Toxicol. Appl. Pharmacol. 26, 93-102.",https://chemview.epa.gov/chemview/,,175720,ToxVal00045_2a9c1596566a4a64
,"5,12-Dihydroquino[2,3-b]acridine-7,14-dione",1047-16-1,O=C(c(cccc1)c1Nc1c2)c1cc(Nc1c3cccc1)c2C3=O,DTXSID5027354,,1756,1756_HPVIS,HPVIS,-,acute,human health,rat,oral,>=,7500,mg/kg,312.327,0.0240,1.6195,,"Haskwll Laboratory, Medical Research project, No., MR-166, See also, MoneJ.G. 1968, Federation Series on Coating Technology, Unit 9 Organic Pigments, Federation of Societies for Paint Technology, Philadelphia, PA 19107.",https://chemview.epa.gov/chemview/,,175721,ToxVal00045_a9c163c8a6b85a76
,4-Nitrotoluene,99-99-0,Cc(cc1)ccc1[N+]([O-])=O,DTXSID5023792,,1757,1757_HPVIS,HPVIS,-,acute,human health,rabbit,oral,=,1750,mg/kg,137.138,0.0128,1.8941,,"Vasilenko NM, Kovalenko NM (1975) Tr Khar'k Med Inst 124: 32-34; zitiert nach Chem Abstr 89: 191917z (1978) From IUCLID dataset for CAS No. 99-99-0, dated 9-9-2004. Posting date of documents to HPV Challenge website from which the data have been extracted is 2/20/2007.",https://chemview.epa.gov/chemview/,,175722,ToxVal00045_449ef16da5eaeaee
,"1,3-Propanediol",504-63-2,OCCCO,DTXSID8041246,,1758,1758_HPVIS,HPVIS,-,acute,human health,rat,dermal,>,4200,mg/kg,76.0945,0.0552,1.2581,,"Coombs, A.D. and Clark, D.G. 1977. Toxicology of Fine Chemical. Acute Toxicity, Skin and Eye Irritation and Skin Sensitizing Potential of Trimethylene Glycol. Experimental Toxicology Division of Shell Toxicology Laboratory Tunstall) for Shell Chemical Company. Report No. TLGR.0026.77 (unpublished)",https://chemview.epa.gov/chemview/,,175723,ToxVal00045_4fd5100d109e4624
,Dichloroacetic acid,79-43-6,OC(C(Cl)Cl)=O,DTXSID2020428,,1759,1759_HPVIS,HPVIS,-,acute,human health,"other,mice and rats",oral,=,5520,mg/kg,128.942,0.0428,1.3685,,"Woodard, G. et al. (1941). J. Ind. Hyg. Toxicol., 23:78-81. Data from these additional sources support the study results summarized above. These studies were not chosen for detailed summarization because the data were not substantially additive to the database:Fox, A. W. et al. (1996). Fundam. Appl. Toxicol., 32:87-95. Traina, V. et al (1977). Ciba-Geigy Pharmaceuticals Unpublished Report No. 7-77, ""CGS Yount, E. A. et al. (1982). J. Pharmacol. Exp. Ther., 222(2):501-508. Posting dates of the documents from the HPV Challenge Program website from which data have been entered into the HPVIS: Jan. 31, 2007.",https://chemview.epa.gov/chemview/,,175725,ToxVal00045_530afa580e27994e
,"Benzoic acid, 2-hydroxy-, mono-C14-18-alkyl derivs., calcium salts (2:1)",114959-46-5,,DTXSID7029081,,1760,1760_HPVIS,HPVIS,-,acute,human health,rat,oral,>,5000,mg/kg,,#¡DIV/0!,#¡DIV/0!,,"Unpublished confidential business information.Posting dates of the documents from the HPV Challenge Program website from which data have been entered into the HPVIS: March 29, 2007.",https://chemview.epa.gov/chemview/,,175726,ToxVal00045_8adf330e1ba287d7
,Dichloroacetyl chloride,79-36-7,O=C(C(Cl)Cl)Cl,DTXSID6024965,,1761,1761_HPVIS,HPVIS,-,acute,human health,rat,oral,=,2460,mg/kg,147.388,0.0167,1.7775,,"Smyth, H. F., Jr. et al. (1949). J. Indust. Hyg. Toxicol., 31:60Smyth, H. F., Jr. et al. (1951). Arch. Ind. Hyg. Occup. Med., 4:119. Posting dates of the documents from the HPV Challenge Program website from which data have been entered into the HPVIS: Jan. 31, 2007.",https://chemview.epa.gov/chemview/,,175727,ToxVal00045_5b38514bf376bd67
,C.I. Pigment Red 122,980-26-7,Cc(cc1)cc(C(c2c3)=O)c1Nc2cc1c3Nc(ccc(C)c2)c2C1=O,DTXSID2052655,,1762,1762_HPVIS,HPVIS,-,acute,human health,"other,rat and mouse",oral,>=,5000,mg/kg,340.381,0.0147,1.8330,,"Mone J.G. 1968, Federation Series on Coating Technology, Unit 9 Organic Pigments, Federation of Societies for Paint Technology, Philadelphia, PA 19107.",https://chemview.epa.gov/chemview/,,175728,ToxVal00045_66af129124ec218e
,C.I. Pigment Red 122,980-26-7,Cc(cc1)cc(C(c2c3)=O)c1Nc2cc1c3Nc(ccc(C)c2)c2C1=O,DTXSID2052655,,1763,1763_HPVIS,HPVIS,-,acute,human health,"other,rat and mouse",oral,>=,5000,mg/kg,340.381,0.0147,1.8330,,"Mone J.G. 1968, Federation Series on Coating Technology, Unit 9 Organic Pigments, Federation of Societies for Paint Technology, Philadelphia, PA 19107.",https://chemview.epa.gov/chemview/,,175729,ToxVal00045_66af129124ec218e
,Chloroacetic acid,79-11-8,OC(CCl)=O,DTXSID4020901,,1764,1764_HPVIS,HPVIS,-,acute,human health,rabbit,dermal,=,250,mg/kg,94.4968,0.0026,2.5775,,"Posting dates of the documents from the HPV Challenge Program website from which data have been entered into the HPVIS: December 22, 2006. Hoechst AG Frankfurt 80 Hoechst AG Frankfurt/Main; Hoechst AG (1979): unpublished study (79.0236) .",https://chemview.epa.gov/chemview/,,175730,ToxVal00045_2a9c1596566a4a64
,Merphos,150-50-5,CCCCSP(SCCCC)SCCCC,DTXSID6024173,,1765,1765_HPVIS,HPVIS,-,acute,human health,rat,oral,=,910,mg/kg,298.518,0.0030,2.5159,,"Gaines, T.B. (1969) Toxicol. Appl. Pharmacol. 14(3): 515-534Hayes, Wayland J., Jr. (1982) Pesticides Studied in Man. Baltimore/London: Williams and Wilkins, 1982 (as cited in HSDB, 2002)Posting dates of documents from HPV Challenge web site from which data have been entered into the HPVIS: 02/11/08",https://chemview.epa.gov/chemview/,,175733,ToxVal00045_81e6e3675de420d4
,Merphos,150-50-5,CCCCSP(SCCCC)SCCCC,DTXSID6024173,,1766,1766_HPVIS,HPVIS,-,acute,human health,rabbit,dermal,=,740,mg/kg,298.518,0.0025,2.6057,,Medical College of Virginia (1980) Folex: Acute Oral Toxicity Study in Rats. Study No. MCTR-21-79,https://chemview.epa.gov/chemview/,,175734,ToxVal00045_81e6e3675de420d4
,Neodecanoic acid,26896-20-8,CC(C)(C)CCCCCC(O)=O,DTXSID7027916,,1767,1767_HPVIS,HPVIS,-,acute,human health,rat,oral,=,2000,mg/kg,172.267,0.0116,1.9352,,"Esso Research and Engineering Company, 1964. Acute Oral, Dermal, Eye Irritation and Inhalation Toxicity. Unpublished report. As cited in Appendix D (Robust Summaries prepared by ExxonMobil Chemical Company).Posting date(s) of documents from the HPV Challenge web site from which data have been entered into the HPVIS: January 23, 2003. The documents were received by EPA on Sept 30, 2005",https://chemview.epa.gov/chemview/,,175735,ToxVal00045_65b67ad20cf52dd1
,Cobalt naphthenates,61789-51-3,OC(c1cc2ccccc2cc1)=O.OC(c1cc2ccccc2cc1)=O.[Co],DTXSID1024839,,1768,1768_HPVIS,HPVIS,-,acute,human health,rat,oral,=,2828,mg/kg,403.298,0.0070,2.1541,,"Du Pont (1983). Health and Safety Data Reporting: ITC Twelfth Report.[Available from the National Technical Information Service in microficheOTS0215503, ""Oral LD50 test with cover letter""] [Subsequently referencedas Du Pont (1983)]",https://chemview.epa.gov/chemview/,,175736,ToxVal00045_57501e41eb8b96e4
,"Distillates, petroleum, light catalytic cracked",64741-59-9,,DTXSID2028145,,1769,1769_HPVIS,HPVIS,-,acute,human health,rabbit,dermal,>,2000,mg/kg,,#¡DIV/0!,#¡DIV/0!,,"American Petroleum Institute (1982)Acute oral toxicity study in rats. Acute dermal study in rabbits. Primary dermal irritation study in rabbits. Primary eye irritation study in rabbits. Dermal sensitization study in guinea pigs.API 83-07, light catalytically cracked distillate CAS 64741-59-9API Report No. 33-30162American Petroleum Institute (1982)Acute oral toxicity study in rats. Acute dermal toxicity study in rabbits. Primary dermal irritation study in rabbits. Primary eye irritation study in rabbits.API 81-09, hydrodeulfurized middle distillate.API Report No. 30-32347American Petroleum Institute (1982)Acute oral toxicity study in rats. Acute dermal toxicity study in rabbits. Primary dermal irritation study in rabbits. Primary eye irritation study in rabbits.API 81-10, hydrodeulfurized middle distillate.API Report No. 30-32348American Petroleum Institute (1985)Acute oral toxicity study in rats. Acute dermal toxicity study in rabbits. Primary dermal irritation study in rabbits. Primary eye irritation study in rabbits. Dermal sensitization study in guinea pigs.API 83-11, straight run middle distillate.API Report No. 32-32857",https://chemview.epa.gov/chemview/,,175737,ToxVal00045_e1c7c7fc4f219047
,"Distillates (petroleum), hydrotreated light",64742-47-8,,DTXSID8028212,,1770,1770_HPVIS,HPVIS,-,acute,not specified,-,dermal,>,2000,mg/kg,,#¡DIV/0!,#¡DIV/0!,,"Substance is in the Kerosene/Jet Fuel Category.See Category Analysis Document(s) at http://www.petroleumhpv.orgIn HPVIS, see robust study summaries for category members CAS# 8008-20-6 and 64742-81-0, and supporting chemical Jet A (CAS # 8008-20-6)API (1985)Acute oral toxicity study in ratsacute dermal toxicity study in rabbitsprimary dermal irritation study in rabbitsprimary eye irritation study in rabbitsdermal sensitization study in guinea pigsAPI 83-09 straight run kerosine (CAS 8008-20-6)American Petroleum Institute HESD Res Publ. 32-32858API (1980)Acute toxicity tests of API jet fuel AAmerican Petroleum Institute Report No. 27-32815API (1982)Acute oral toxicity study in ratsacute dermal toxicity study in rabbitsprimary dermal irritation study in rabbitsprimary eye irritation study in rabbitsAPI 81-07 hydrodeslphurized kerosine (CAS 8008-20-6 - see note below)American Petroleum Institute Med. Res. Publ. 30-31986NOTE: according to API Analytical report cited below, test material 81-07 is CAS#64742-81-0, hydrodesulfurized kerosene, not the CAS # cited in the above reference.REFERENCE: API (1987)Comprehensive Analytical Analysis of API Generic RefineryStreams. American Petroleum Institute. Washington, DC.",https://chemview.epa.gov/chemview/,,175739,ToxVal00045_a588b7e83eb15849
,Tromethamine,77-86-1,NC(CO)(CO)CO,DTXSID2023723,,1771,1771_HPVIS,HPVIS,-,acute,human health,mouse,oral,~,5000,-,121.135,0.0413,1.3843,,"Acute Toxicities of Amines. (1955) Hill Top Research Intitute Inc., Miamiville, OH, USA.",https://chemview.epa.gov/chemview/,,175740,ToxVal00045_b74a1f8c247d658d
,Tromethamine,77-86-1,NC(CO)(CO)CO,DTXSID2023723,,1772,1772_HPVIS,HPVIS,-,acute,human health,mouse,dermal,>,1000,mg/kg,121.135,0.0083,2.0833,,"Giroux, J. and Beaulaton, I. (1962) Recherches Pharmacologiques Sur Le THAM. Societe Pharmacie Montpellier. 21:206-217.",https://chemview.epa.gov/chemview/,,175741,ToxVal00045_b74a1f8c247d658d
,Hydrotreated heavy naphthenic distillate (petroleum),64742-52-5,,DTXSID3028217,,1773,1773_HPVIS,HPVIS,-,acute,human health,rabbit,dermal,>,2000,mg/kg,,#¡DIV/0!,#¡DIV/0!,,"CONCAWE (1997)Lubricating oil basestocksProduct dossier No. 97/108CONCAWE, BrusselsAmerican Petroleum Institute (1986)Acute oral toxicity study in ratsAcute dermal toxicity study in rabbitsPrimary dermal irritation study in rabbitsPrimary eye irritation study in rabbitsDermal sensitization study in guinea pigsAPI sample 83-15 hydrotreated heavy naphthenic distillate(CAS 64742-52-5)API Health Environ. Sci. Dep. Rep. 33-32639",https://chemview.epa.gov/chemview/,,175743,ToxVal00045_a600c8828907b89f
